qoss qsim qoss1 qsim1 qoss2 qsim2
0.688 1.156426 0.688 1.649254 0.688 1.841254
0.646 1.102729 0.646 1.549574 0.646 1.819391
0.636 1.220122 0.636 1.726294 0.636 1.847245
0.674 1.393943 0.674 1.917177 0.674 1.874384
0.663 1.294813 0.663 1.640786 0.663 1.900055
0.639 1.094975 0.639 1.344382 0.639 1.924343
0.615 0.9670131 0.615 1.213875 0.615 1.947361
0.592 0.8990493 0.592 1.140107 0.592 1.969367
0.576 0.8493296 0.576 1.064956 0.576 1.990272
0.574 0.8093892 0.574 0.9989069 0.574 2.009914
0.571 0.8791198 0.571 1.119687 0.571 2.028488
0.572 0.8132764 0.572 0.9505086 0.572 2.045619
0.571 0.7444017 0.571 0.8539978 0.571 2.061581
0.555 0.7534935 0.555 0.8948437 0.555 2.076497
0.554 0.9263427 0.554 1.183726 0.554 2.090567
0.54 0.7938511 0.54 0.8480882 0.54 2.103454
0.557 1.225319 0.557 1.692119 0.557 2.115854
0.534 1.175653 0.534 1.368251 0.534 2.127
0.537 0.8684698 0.537 0.8682882 0.537 2.137229
0.531 0.6776431 0.531 0.7088926 0.531 2.146846
0.51 0.5867232 0.51 0.6470495 0.51 2.155763
0.52 0.7546352 0.52 0.996688 0.52 2.164141
0.497 0.677172 0.497 0.7531109 0.497 2.171836
0.492 0.5692614 0.492 0.6013753 0.492 2.179002
0.494 0.5039925 0.494 0.5409883 0.494 2.185647
0.495 0.4671479 0.495 0.5042396 0.495 2.191819
0.493 0.4425888 0.493 0.4731885 0.493 2.197531
0.475 0.4227549 0.475 0.4445278 0.475 2.202825
0.474 0.4048874 0.474 0.4176674 0.474 2.207738
0.473 0.3880876 0.473 0.3924381 0.473 2.212294
0.474 0.3784364 0.474 0.3812979 0.474 2.216524
0.473 0.3607833 0.473 0.3506634 0.473 2.220431
0.469 0.343875 0.469 0.3271231 0.469 2.224024
0.469 0.3287607 0.469 0.3069175 0.469 2.227341
0.491 0.3148747 0.491 0.2883099 0.491 2.23041
0.466 0.4436287 0.466 0.5612748 0.466 2.233256
0.467 0.3794667 0.467 0.3516396 0.467 2.235864
0.51 2.37112 0.51 4.360221 0.51 2.593989
0.524 1.604499 0.524 1.645635 0.524 2.173608
0.488 0.8655378 0.488 0.7590099 0.488 2.177221
0.475 0.5157126 0.475 0.5619605 0.475 2.184435
0.469 0.3800626 0.469 0.5044451 0.469 2.19107
0.466 0.3278074 0.466 0.4707034 0.466 2.197174
0.47 0.394268 0.47 0.6233597 0.47 2.2028
0.471 0.3626406 0.471 0.5099691 0.471 2.207967
0.47 0.3122246 0.47 0.4244048 0.47 2.212714
0.469 0.2801414 0.469 0.3859023 0.469 2.217074
0.467 0.2630775 0.467 0.3644684 0.467 2.22108
0.467 0.2490959 0.467 0.3396547 0.467 2.224759
0.472 0.6560769 0.472 1.186174 0.472 2.228155
0.471 0.6296673 0.471 0.8706437 0.471 2.231254
0.469 0.4248435 0.469 0.4847354 0.469 2.234094
0.465 0.3008948 0.465 0.3717469 0.465 2.2367
0.463 0.245408 0.463 0.3345163 0.463 2.239089
0.463 0.2245028 0.463 0.3202744 0.463 2.24128
0.462 0.2095117 0.462 0.2956873 0.462 2.243291
0.556 1.325075 0.556 2.62811 0.556 2.328179
0.475 0.905275 0.475 1.045823 0.475 2.230697
0.47 0.5054354 0.47 0.540956 0.47 2.232686
0.466 0.3178282 0.466 0.4279198 0.466 2.235421
0.466 0.2431171 0.466 0.3871756 0.466 2.237927
0.507 0.2130893 0.507 0.3613934 0.507 2.240225
0.501 1.646092 0.501 3.285264 0.501 2.383623
0.5 1.111824 0.5 1.310489 0.5 2.217014
0.483 0.6046767 0.483 0.685347 0.483 2.219509
0.482 0.3626437 0.482 0.5353991 0.482 2.223347
0.476 0.2971483 0.476 0.5443109 0.476 2.226867
0.472 0.250531 0.472 0.4751083 0.472 2.230093
0.473 0.2499594 0.473 0.4894061 0.473 2.233055
0.472 0.913624 0.472 1.80727 0.472 2.295257
0.472 0.6427547 0.472 0.8519213 0.472 2.226762
0.463 0.3931819 0.463 0.5451514 0.463 2.229349
0.462 0.2698566 0.462 0.4561999 0.462 2.232369
0.463 0.3010702 0.463 0.5829867 0.463 2.235138
0.463 0.2536936 0.463 0.4562168 0.463 2.237671
0.467 0.3787384 0.467 0.7265485 0.467 2.239995
0.473 0.3836576 0.473 0.6510743 0.473 2.242123
0.478 0.4437222 0.478 0.7658614 0.478 2.244073
0.479 0.3208879 0.479 0.4845525 0.479 2.245855
0.489 0.6497001 0.489 1.207118 0.489 2.262057
0.482 0.4607363 0.482 0.6335492 0.482 2.246132
0.477 0.522113 0.477 0.8773421 0.477 2.247584
0.482 0.4758507 0.482 0.7502307 0.482 2.249072
0.478 0.326524 0.478 0.4906913 0.478 2.25043
0.468 0.2351139 0.468 0.4017602 0.468 2.251674
0.467 0.1957553 0.467 0.371532 0.467 2.252812
0.466 0.1722162 0.466 0.3379433 0.466 2.253854
0.465 0.1610179 0.465 0.3192226 0.465 2.254808
0.465 0.1513618 0.465 0.296631 0.465 2.255682
0.465 0.1436588 0.465 0.2777702 0.465 2.256482
0.47 0.137182 0.47 0.2608178 0.47 2.257216
0.51 1.101646 0.51 2.145542 0.51 2.337697
0.482 0.9040543 0.482 1.173721 0.482 2.242845
0.471 0.5179589 0.471 0.5888389 0.471 2.243856
0.474 0.2990096 0.474 0.4182257 0.474 2.245657
0.484 0.2292873 0.484 0.4102987 0.484 2.247307
0.515 1.408473 0.515 2.631673 0.515 2.386298
0.499 1.010966 0.499 1.216482 0.499 2.223552
0.493 0.5491942 0.493 0.6396978 0.493 2.225549
0.493 0.3201337 0.493 0.49699 0.493 2.228883
0.49 0.2284007 0.49 0.4480129 0.49 2.231938
0.49 0.1911841 0.49 0.4148494 0.49 2.234737
0.695 4.808627 0.695 8.13805 0.695 3.317754
0.738 4.488852 0.738 5.045394 0.738 2.471108
0.589 2.37323 0.589 2.030159 0.589 1.990298
0.543 2.665108 0.543 3.469211 0.543 2.517712
0.554 1.601925 0.554 1.788247 0.554 1.952805
0.526 0.9042689 0.526 1.265128 0.526 1.97132
0.507 0.59822 0.507 1.111036 0.507 1.994006
0.505 0.4711908 0.505 1.020957 0.505 2.015099
0.497 0.4188761 0.497 0.9573386 0.497 2.034684
0.493 0.3876834 0.493 0.8936549 0.493 2.052837
0.49 0.614674 0.49 1.201822 0.49 2.069797
0.485 0.5132611 0.485 0.9175809 0.485 2.085383
0.487 0.4098242 0.487 0.7885339 0.487 2.099774
0.496 0.3537923 0.496 0.7263301 0.496 2.113048
0.534 2.401613 0.534 3.656345 0.534 2.897978
4.727 2.197845 4.727 2.428513 4.727 2.144684
2.993 8.330856 2.993 10.38344 2.993 5.739535
1.014 5.801286 1.014 4.690573 1.014 2.402153
0.765 2.988918 0.765 2.321498 0.765 2.254931
0.858 3.099158 0.858 3.533283 0.858 2.582914
1.008 3.332341 1.008 3.712548 1.008 2.544243
0.752 2.117193 0.752 2.195037 0.752 2.380647
4.084 7.898256 4.084 8.989878 4.084 6.792952
2.041 5.443813 2.041 4.282575 2.041 3.760208
8.578 7.469544 8.578 7.15559 8.578 5.674515
21.452 15.43411 21.452 13.79246 21.452 14.28733
12.071 13.10809 12.071 9.048067 12.071 11.31972
8.709 9.244184 8.709 6.299821 8.709 10.22217
18.985 14.90456 18.985 11.60101 18.985 16.68844
5.635 9.256911 5.635 5.726672 5.635 12.16567
3.019 5.000833 3.019 3.83382 3.019 9.569904
2.068 3.070907 2.068 3.303021 2.068 7.829691
1.621 2.295794 1.621 3.034654 1.621 6.59875
1.394 1.976001 1.394 2.832269 1.394 5.692874
9.899 17.4893 9.899 13.53419 9.899 19.25829
9.515 13.28077 9.515 7.101403 9.515 11.86877
4.581 7.255861 4.581 4.094099 4.581 9.467344
2.97 4.137018 2.97 3.287141 2.97 7.832797
2.244 2.868124 2.244 2.985208 2.244 6.66702
1.829 2.380209 1.829 2.78926 1.829 5.803097
1.579 2.222873 1.579 2.655013 1.579 5.142915
1.513 2.846251 1.513 2.96717 1.513 4.735912
2.118 9.158029 2.118 6.535189 2.118 6.975644
2.303 6.647559 2.303 3.761659 2.303 5.776064
1.983 4.913898 1.983 3.183491 1.983 5.139213
1.73 3.32578 1.73 2.522649 1.73 4.636151
1.589 2.624392 1.589 2.327054 1.589 4.231532
1.455 2.21229 1.455 2.121918 1.455 3.900191
1.328 1.955598 1.328 1.955655 1.328 3.624648
1.246 1.79238 1.246 1.820283 1.246 3.392477
1.211 1.70041 1.211 1.716132 1.211 3.195015
1.627 7.24306 1.627 5.211287 1.627 5.369071
43.417 51.8097 43.417 15.51239 43.417 20.94023
69.124 112.0144 69.124 22.97288 69.124 46.71409
140.707 172.6487 140.707 35.42291 140.707 112.6653
38.134 109.7723 38.134 17.194 38.134 52.42711
19.886 53.09339 19.886 8.519502 19.886 29.75781
12.658 26.37589 12.658 6.381783 12.658 20.29899
9.334 18.27749 9.334 6.982355 9.334 16.49648
8.069 13.7483 8.069 5.645667 8.069 13.0148
7.356 11.46138 7.356 4.985261 7.356 10.74403
6.237 10.92578 6.237 5.056926 6.237 9.175824
5.443 10.20233 5.443 4.576607 5.443 8.033343
4.631 9.897276 4.631 4.486477 4.631 7.203467
3.946 9.459963 3.946 4.183713 3.946 6.667084
3.559 8.817925 3.559 3.752311 3.559 6.125056
3.445 8.776304 3.445 3.858938 3.445 5.852269
3.74 19.71095 3.74 9.07895 3.74 9.713806
3.565 15.07301 3.565 5.055025 3.565 7.894065
3.434 10.69737 3.434 3.673767 3.434 7.052171
3.231 8.468386 3.231 3.217408 3.231 6.396814
3.102 7.484613 3.102 3.003634 3.102 5.875727
2.765 6.976585 2.765 2.822264 2.765 5.455125
2.464 6.606774 2.464 2.633972 2.464 5.110445
2.424 6.303701 2.424 2.470038 2.424 4.82285
2.304 6.033674 2.304 2.319963 2.304 4.579428
2.251 5.819816 2.251 2.211321 2.251 4.370691
4.275 8.179254 4.275 4.186233 4.275 4.949132
21.694 54.84788 21.694 19.56384 21.694 23.45031
10.764 36.79957 10.764 8.112898 10.764 13.48985
6.942 22.0764 6.942 5.207935 6.942 11.81498
5.355 12.99888 5.355 3.627234 5.355 9.924141
4.454 9.425578 4.454 3.276355 4.454 8.578019
4.074 8.455313 4.074 3.378004 4.074 7.635851
4.183 12.05175 4.183 4.883593 4.183 7.771715
16.564 28.26778 16.564 10.48421 16.564 10.94589
34.964 61.02775 34.964 31.207 34.964 26.09688
40.067 70.09081 40.067 48.16629 40.067 32.30158
24.821 40.78759 24.821 18.76987 24.821 21.77975
16.87 21.33951 16.87 9.559375 16.87 16.22239
12.258 13.2122 12.258 7.796997 12.258 13.07436
9.253 9.969975 9.253 6.900509 9.253 10.88398
7.291 8.648493 7.291 6.378148 7.291 9.358188
6.161 8.033017 6.161 6.003177 6.161 8.245924
5.561 7.665093 5.561 5.685958 5.561 7.40712
5.215 7.370743 5.215 5.383052 5.215 6.755498
5.218 15.2035 5.218 14.15789 5.218 8.255902
4.766 12.49761 4.766 8.463026 4.766 7.468716
4.119 9.201943 4.119 5.861173 4.119 6.791778
4.095 9.927757 4.095 7.822189 4.095 6.879504
5.868 19.20663 5.868 18.05766 5.868 8.352581
9.247 23.51817 9.247 19.79838 9.247 9.504033
10.261 37.70544 10.261 34.70994 10.261 14.82358
9.539 25.81084 9.539 16.87347 9.539 12.6127
34.111 33.33808 34.111 30.26969 34.111 16.06173
89.02 109.1988 89.02 113.751 89.02 77.50154
64.608 125.3617 64.608 106.7453 64.608 88.58834
34.381 70.71589 34.381 42.57762 34.381 41.43035
23.081 39.64718 23.081 29.07368 23.081 29.0457
16.417 23.42807 16.417 21.9998 16.417 21.04165
12.669 16.27979 12.669 19.11076 12.669 16.31446
10.188 13.31471 10.188 17.57399 10.188 13.36982
8.742 12.16078 8.742 16.6224 8.742 11.45159
7.496 12.52163 7.496 16.80176 7.496 10.36988
8.418 18.87731 8.418 23.29333 8.418 11.29605
12.908 55.55063 12.908 62.08923 12.908 30.41252
11.206 41.98304 11.206 34.05371 11.206 21.46735
9.085 26.13713 9.085 21.7802 9.085 17.066
7.385 45.21971 7.385 49.0674 7.385 27.24143
7.346 39.1355 7.346 35.40697 7.346 23.54315
8.306 44.59829 8.306 44.10811 8.306 27.69659
17.177 36.49382 17.177 33.28026 17.177 23.6194
18.67 23.49709 18.67 21.71181 18.67 17.77402
18.585 16.16525 18.585 17.86296 18.585 14.27499
16.891 12.85651 16.891 16.19307 16.891 11.99034
20.414 12.01335 20.414 15.88055 20.414 10.46937
22.811 11.9073 22.811 15.54557 22.811 9.546227
17.949 10.82147 17.949 13.75774 17.949 8.600769
13.511 9.985607 13.511 12.7146 13.511 7.862487
11.15 9.388081 11.15 11.88201 11.15 7.272596
9.422 9.727692 9.422 12.1681 9.422 7.127238
7.729 9.102517 7.729 10.88763 7.729 6.675646
6.972 8.464902 6.972 10.01918 6.972 6.298134
6.234 7.971051 6.234 9.349843 6.234 5.977557
5.816 7.608236 5.816 8.802827 5.816 5.700844
5.278 7.267419 5.278 8.250717 5.278 5.459739
4.758 6.977236 4.758 7.775874 4.758 5.248931
8.413 16.46983 8.413 18.55552 8.413 12.14541
17.334 51.47266 17.334 53.80244 17.334 25.21799
16.298 49.96113 16.298 40.74608 16.298 23.32868
71.988 93.28602 71.988 91.63709 71.988 64.42832
109.505 120.1777 109.505 108.2828 109.505 95.37535
57.801 80.38656 57.801 56.42334 57.801 52.77206
35.535 43.28088 35.535 30.83486 35.535 32.44589
35.342 42.95542 35.342 44.08614 35.342 33.50471
54.293 67.44669 54.293 71.56158 54.293 52.04773
39.518 50.28926 39.518 43.75038 39.518 35.84622
32.392 46.93974 32.392 46.65591 32.392 35.15815
24.881 43.99698 24.881 44.59026 24.881 32.56883
19.748 35.51627 19.748 35.99026 19.748 26.6118
17.115 35.94358 17.115 39.28689 17.115 26.3039
16.945 43.28622 16.945 47.10553 16.945 29.20436
17.307 36.93028 17.307 37.16725 17.307 24.9257
16.946 24.70285 16.946 25.54905 16.946 18.77019
22.16 39.76803 22.16 46.51473 22.16 27.36631
22.552 40.32787 22.552 41.41817 22.552 26.9167
17.799 28.59549 17.799 27.98031 17.799 20.62438
14.961 29.12861 14.961 32.58595 14.961 20.44842
17.092 29.89939 17.092 32.84888 17.092 19.93972
20.389 41.33833 20.389 45.17613 20.389 25.94564
17.63 36.79986 17.63 35.90077 17.63 22.94255
18.814 24.37064 18.814 23.55312 18.814 17.58467
22.476 17.14997 22.476 19.57102 22.476 14.29096
22.816 13.94092 22.816 17.91389 22.816 12.08998
19.737 12.51592 19.737 16.75815 19.737 10.51726
17.232 11.7388 17.232 15.73567 17.232 9.335246
15.287 11.18006 15.287 14.78387 15.287 8.420694
13.417 10.7192 13.417 13.91761 13.417 7.697186
12.338 10.47349 12.338 13.3376 12.338 7.114857
12.261 11.17565 12.261 13.97021 12.261 6.965137
11.859 13.39145 11.859 16.23934 11.859 8.504419
11.625 16.54802 11.625 19.04205 11.625 11.83512
17.759 36.22759 17.759 37.13921 17.759 24.83093
18.467 40.26329 18.467 36.1388 18.467 23.94556
14.999 28.60066 14.999 22.54246 14.999 19.12544
12.25 17.77212 12.25 14.93044 12.25 14.93068
10.864 12.28698 10.864 12.47682 10.864 12.27035
9.882 9.976533 9.882 11.43888 9.882 10.45347
10.068 9.732061 10.068 11.66702 10.068 9.156632
10.259 18.14378 10.259 20.65958 10.259 12.04515
9.327 14.17702 9.327 13.08378 9.327 10.29005
8.745 10.48111 8.745 10.28769 8.745 8.970179
7.9 8.893497 7.9 9.650942 7.9 7.973416
7.549 8.183742 7.549 9.140252 7.549 7.198499
7.009 7.542758 7.009 8.353179 7.009 6.579454
7.054 9.227653 7.054 10.60704 7.054 6.91632
8.584 16.57161 8.584 18.93038 8.584 12.82174
7.817 12.46507 7.817 10.8278 7.817 9.858242
7.767 16.16814 7.767 15.38793 7.767 11.83964
6.966 11.72192 6.966 9.578895 6.966 9.993584
6.617 9.688947 6.617 9.152003 6.617 8.788221
7.449 20.18764 7.449 20.4095 7.449 11.84945
6.997 17.93072 6.997 14.89984 6.997 10.72773
6.159 11.73541 6.159 9.15757 6.159 9.186706
6.688 9.369335 6.688 8.908173 6.688 8.065212
22.835 61.38923 22.835 68.1329 22.835 32.70874
24.599 47.44316 24.599 34.60362 24.599 21.68414
30.423 44.33941 30.423 37.52077 30.423 24.50713
71.064 98.71251 71.064 100.8987 71.064 73.83121
39.737 62.356 39.737 42.01941 39.737 35.36437
26.591 31.91829 26.591 22.31959 26.591 23.31771
19.745 17.93281 19.745 17.62618 19.745 17.22658
15.782 12.62671 15.782 16.03476 15.782 13.61523
27.363 43.72942 27.363 52.07243 27.363 38.75936
17.878 30.80622 17.878 26.47837 17.878 22.87883
14.264 18.78378 14.264 17.91467 14.264 16.95275
11.842 13.14464 11.842 15.65098 11.842 13.42942
10.14 10.89226 10.14 14.58186 10.14 11.12032
9.585 12.82922 9.585 17.50197 9.585 10.85134
9.45 16.02656 9.45 20.31295 9.45 11.95872
7.856 12.84132 7.856 14.67353 7.856 10.11556
7.443 11.13859 7.443 13.56566 7.443 8.769871
43.465 58.86713 43.465 65.72728 43.465 41.16123
71.939 99.70059 71.939 96.49608 71.939 69.91116
118.703 128.5224 118.703 116.8641 118.703 105.9503
88.681 125.698 88.681 106.3586 88.681 97.78576
85.302 115.5112 85.302 98.73053 85.302 92.12701
58.948 74.24564 58.948 57.88583 58.948 50.53768
42.046 50.82708 42.046 47.13419 42.046 36.92161
30.78 31.84997 30.78 33.82377 30.78 24.79533
24.613 22.2304 24.613 28.87807 24.613 18.58731
21.61 23.93172 21.61 33.91236 21.61 20.23309
17.676 20.62608 17.676 28.10787 17.676 15.94933
14.551 17.38583 14.551 24.54678 14.551 13.15391
12.326 15.51076 12.326 22.65507 12.326 11.21524
10.599 14.49099 10.599 21.28677 10.599 9.793619
9.169 13.73661 9.169 19.94974 9.169 8.705756
8.009 13.11213 8.009 18.73059 8.009 7.836147
7.156 12.55249 7.156 17.59662 7.156 7.121762
6.356 12.02948 6.356 16.53335 6.356 6.524171
5.911 11.53229 5.911 15.53464 5.911 6.019961
5.863 12.68359 5.863 16.87219 5.863 5.773781
5.122 12.26882 5.122 15.36293 5.122 5.40231
4.491 11.03555 4.491 13.47073 4.491 5.076013
4.209 10.13433 4.209 12.40957 4.209 4.783074
4.054 9.534081 4.054 11.61596 4.054 4.517121
3.979 9.078883 3.979 10.90772 3.979 4.276266
4.088 11.33025 4.088 14.04334 4.088 4.980848
3.727 10.40232 3.727 11.46917 3.727 4.658238
3.318 9.003393 3.318 9.733063 3.318 4.36597
3.954 14.31963 3.954 17.6983 3.954 9.200477
3.559 12.42312 3.559 12.52629 3.559 6.568554
3.33 10.81052 3.33 11.10455 3.33 5.889781
3.045 8.894987 3.045 9.065577 3.045 5.340076
2.814 7.587286 2.814 7.941653 2.814 4.884485
3.15 11.44417 3.15 13.77418 3.15 6.782516
2.894 10.28565 2.894 10.32861 2.894 5.899022
2.489 8.047665 2.489 7.710113 2.489 5.307659
2.298 6.718594 2.298 6.76815 2.298 4.81747
2.099 6.083269 2.099 6.325006 2.099 4.404111
1.904 5.690595 1.904 5.901601 1.904 4.051319
1.818 5.405495 1.818 5.534442 1.818 3.748746
1.806 5.607586 1.806 5.852517 1.806 3.492106
1.809 5.524675 1.809 5.543428 1.809 3.272295
1.761 5.137958 1.761 4.938363 1.761 3.080327
1.755 5.336109 1.755 5.360346 1.755 2.913519
1.705 5.223908 1.705 5.04709 1.705 2.766082
1.601 4.702128 1.601 4.279224 1.601 2.633265
1.513 4.265239 1.513 3.831353 1.513 2.512567
1.552 4.011532 1.552 3.609765 1.552 2.403287
1.52 4.658702 1.52 4.69416 1.52 2.307761
1.325 4.164745 1.325 3.589861 1.325 2.220695
1.275 3.707243 1.275 3.119635 1.275 2.140623
1.226 3.422903 1.226 2.883302 1.226 2.06673
1.177 3.234307 1.177 2.701744 1.177 1.998425
1.099 3.085923 1.099 2.537531 1.099 1.935184
1.079 2.954357 1.079 2.384127 1.079 1.876363
1 2.831431 1 2.240105 1 1.873986
0.92 2.714479 0.92 2.104795 0.92 1.886248
0.923 2.602591 0.923 1.977661 0.923 1.899762
0.919 2.751943 0.919 2.286545 0.919 1.915275
0.879 2.555639 0.879 1.889219 0.879 1.929786
0.867 2.367889 0.867 1.694668 0.867 1.944749
0.839 2.232046 0.839 1.577079 0.839 1.959581
0.796 2.126204 0.796 1.479466 0.796 1.974149
0.763 2.034191 0.763 1.389777 0.763 1.988375
0.755 1.949099 0.755 1.30579 0.755 2.002363
0.733 1.868457 0.733 1.226912 0.733 2.01615
0.725 1.791402 0.725 1.152803 0.725 2.03012
0.715 1.717594 0.715 1.083171 0.715 2.044245
0.718 1.646845 0.718 1.017745 0.718 2.057792
0.756 1.579015 0.756 0.9562712 0.756 2.070824
0.933 3.259051 0.933 4.031294 0.933 2.776426
0.793 2.675564 0.793 2.096048 0.793 1.991613
0.753 1.967139 0.753 1.257634 0.753 2.001895
0.689 1.58854 0.689 1.031973 0.689 2.018973
0.616 1.411331 0.616 0.9451655 0.616 2.035031
0.592 1.316764 0.592 0.8845763 0.592 2.050292
0.551 1.251638 0.551 0.8306859 0.551 2.064707
0.517 1.197016 0.517 0.7804535 0.517 2.078276
0.5 1.148719 0.5 0.7367287 0.5 2.091142
0.481 1.100597 0.481 0.6901563 0.481 2.103231
0.474 1.054621 0.474 0.6478263 0.474 2.114608
0.473 1.010897 0.473 0.6085745 0.473 2.125376
0.495 2.772138 0.495 3.976262 0.495 2.600077
0.567 2.844247 0.567 3.096079 0.567 2.068733
0.498 1.905661 0.498 1.423107 0.498 2.078224
0.479 1.30833 0.479 0.9416475 0.479 2.092149
0.478 1.04457 0.478 0.82249 0.478 2.105066
0.479 0.9259747 0.479 0.7563167 0.479 2.117033
0.482 0.8633375 0.482 0.7074012 0.482 2.128133
0.48 0.8204209 0.48 0.6641522 0.48 2.138498
0.477 0.7845407 0.477 0.6239618 0.477 2.148159
0.47 0.7516589 0.47 0.5862633 0.47 2.157143
0.429 0.7205504 0.429 0.5508505 0.429 2.165475
0.433 1.373358 0.433 1.84178 0.433 2.1759
0.494 2.734207 0.494 4.025119 0.494 2.554376
0.467 2.074916 0.467 2.035401 0.467 2.120688
0.469 1.883469 0.469 2.14385 0.469 2.128165
0.456 1.338018 0.456 1.295843 0.456 2.138835
0.436 0.9406947 0.436 0.9050227 0.436 2.148647
0.428 0.7526803 0.428 0.7898743 0.428 2.157732
0.411 0.6655232 0.411 0.7270627 0.411 2.166156
0.389 0.6323712 0.389 0.7048479 0.389 2.173984
0.38 0.5964402 0.38 0.6469752 0.38 2.181228
0.381 0.5825898 0.381 0.6349174 0.381 2.187901
0.38 0.5508744 0.38 0.5765073 0.38 2.194048
0.344 0.5220562 0.344 0.5355976 0.344 2.199714
0.333 0.4978335 0.333 0.5021009 0.333 2.204944
0.327 0.4763602 0.327 0.4715963 0.327 2.20977
0.328 0.4564342 0.328 0.4430864 0.328 2.214222
0.32 0.4375453 0.32 0.4163199 0.32 2.218335
0.322 0.5077363 0.322 0.5682896 0.322 2.222145
0.33 0.4582885 0.33 0.4267796 0.33 2.225627
0.309 0.4110422 0.309 0.3677406 0.309 2.228831
0.309 0.3809344 0.309 0.3392317 0.309 2.231783
0.323 0.4031754 0.323 0.4054433 0.323 2.234509
0.343 0.8290492 0.343 1.262926 0.343 2.237058
0.376 0.63632 0.376 0.6116044 0.376 2.239346
0.363 0.4552434 0.363 0.3914712 0.363 2.241447
0.354 0.3646067 0.354 0.3327141 0.354 2.243383
0.348 0.3234792 0.348 0.307149 0.348 2.245163
0.347 0.301815 0.347 0.2878378 0.347 2.246805
0.348 0.2869245 0.348 0.2703541 0.348 2.248312
0.346 0.2744203 0.346 0.2540121 0.346 2.249694
0.34 0.2629337 0.34 0.2386678 0.34 2.250962
0.339 0.2520563 0.339 0.2242516 0.339 2.252129
0.329 0.2515254 0.329 0.2317745 0.329 2.253204
0.314 0.2379739 0.314 0.2050251 0.314 2.25419
0.312 0.2250008 0.312 0.1886848 0.312 2.255096
0.315 0.2142605 0.315 0.1765388 0.315 2.255926
0.275 0.204901 0.275 0.1657597 0.275 2.256688
0.315 0.196291 0.315 0.1557314 0.315 2.257388
0.379 0.188156 0.379 0.1463228 0.379 2.25803
0.436 1.409069 0.436 2.752821 0.436 2.410789
0.436 0.9791242 0.436 1.056263 0.436 2.229504
10.266 8.3378 10.266 14.44122 10.266 4.812722
2.372 9.585745 2.372 11.57176 2.372 4.025972
1.167 7.955433 1.167 8.170689 1.167 3.218089
